"","ccs","codes"
"1","1","01000"
"2","1","01001"
"3","1","01002"
"4","1","01003"
"5","1","01004"
"6","1","01005"
"7","1","01006"
"8","1","01010"
"9","1","01011"
"10","1","01012"
"11","1","01013"
"12","1","01014"
"13","1","01015"
"14","1","01016"
"15","1","01080"
"16","1","01081"
"17","1","01082"
"18","1","01083"
"19","1","01084"
"20","1","01085"
"21","1","01086"
"22","1","01090"
"23","1","01091"
"24","1","01092"
"25","1","01093"
"26","1","01094"
"27","1","01095"
"28","1","01096"
"29","1","01100"
"30","1","01101"
"31","1","01102"
"32","1","01103"
"33","1","01104"
"34","1","01105"
"35","1","01106"
"36","1","01110"
"37","1","01111"
"38","1","01112"
"39","1","01113"
"40","1","01114"
"41","1","01115"
"42","1","01116"
"43","1","01120"
"44","1","01121"
"45","1","01122"
"46","1","01123"
"47","1","01124"
"48","1","01125"
"49","1","01126"
"50","1","01130"
"51","1","01131"
"52","1","01132"
"53","1","01133"
"54","1","01134"
"55","1","01135"
"56","1","01136"
"57","1","01140"
"58","1","01141"
"59","1","01142"
"60","1","01143"
"61","1","01144"
"62","1","01145"
"63","1","01146"
"64","1","01150"
"65","1","01151"
"66","1","01152"
"67","1","01153"
"68","1","01154"
"69","1","01155"
"70","1","01156"
"71","1","01160"
"72","1","01161"
"73","1","01162"
"74","1","01163"
"75","1","01164"
"76","1","01165"
"77","1","01166"
"78","1","01170"
"79","1","01171"
"80","1","01172"
"81","1","01173"
"82","1","01174"
"83","1","01175"
"84","1","01176"
"85","1","01180"
"86","1","01181"
"87","1","01182"
"88","1","01183"
"89","1","01184"
"90","1","01185"
"91","1","01186"
"92","1","01190"
"93","1","01191"
"94","1","01192"
"95","1","01193"
"96","1","01194"
"97","1","01195"
"98","1","01196"
"99","1","01200"
"100","1","01201"
"101","1","01202"
"102","1","01203"
"103","1","01204"
"104","1","01205"
"105","1","01206"
"106","1","01210"
"107","1","01211"
"108","1","01212"
"109","1","01213"
"110","1","01214"
"111","1","01215"
"112","1","01216"
"113","1","01220"
"114","1","01221"
"115","1","01222"
"116","1","01223"
"117","1","01224"
"118","1","01225"
"119","1","01226"
"120","1","01230"
"121","1","01231"
"122","1","01232"
"123","1","01233"
"124","1","01234"
"125","1","01235"
"126","1","01236"
"127","1","01280"
"128","1","01281"
"129","1","01282"
"130","1","01283"
"131","1","01284"
"132","1","01285"
"133","1","01286"
"134","1","01300"
"135","1","01301"
"136","1","01302"
"137","1","01303"
"138","1","01304"
"139","1","01305"
"140","1","01306"
"141","1","01310"
"142","1","01311"
"143","1","01312"
"144","1","01313"
"145","1","01314"
"146","1","01315"
"147","1","01316"
"148","1","01320"
"149","1","01321"
"150","1","01322"
"151","1","01323"
"152","1","01324"
"153","1","01325"
"154","1","01326"
"155","1","01330"
"156","1","01331"
"157","1","01332"
"158","1","01333"
"159","1","01334"
"160","1","01335"
"161","1","01336"
"162","1","01340"
"163","1","01341"
"164","1","01342"
"165","1","01343"
"166","1","01344"
"167","1","01345"
"168","1","01346"
"169","1","01350"
"170","1","01351"
"171","1","01352"
"172","1","01353"
"173","1","01354"
"174","1","01355"
"175","1","01356"
"176","1","01360"
"177","1","01361"
"178","1","01362"
"179","1","01363"
"180","1","01364"
"181","1","01365"
"182","1","01366"
"183","1","01380"
"184","1","01381"
"185","1","01382"
"186","1","01383"
"187","1","01384"
"188","1","01385"
"189","1","01386"
"190","1","01390"
"191","1","01391"
"192","1","01392"
"193","1","01393"
"194","1","01394"
"195","1","01395"
"196","1","01396"
"197","1","01400"
"198","1","01401"
"199","1","01402"
"200","1","01403"
"201","1","01404"
"202","1","01405"
"203","1","01406"
"204","1","01480"
"205","1","01481"
"206","1","01482"
"207","1","01483"
"208","1","01484"
"209","1","01485"
"210","1","01486"
"211","1","01500"
"212","1","01501"
"213","1","01502"
"214","1","01503"
"215","1","01504"
"216","1","01505"
"217","1","01506"
"218","1","01510"
"219","1","01511"
"220","1","01512"
"221","1","01513"
"222","1","01514"
"223","1","01515"
"224","1","01516"
"225","1","01520"
"226","1","01521"
"227","1","01522"
"228","1","01523"
"229","1","01524"
"230","1","01525"
"231","1","01526"
"232","1","01550"
"233","1","01551"
"234","1","01552"
"235","1","01553"
"236","1","01554"
"237","1","01555"
"238","1","01556"
"239","1","01560"
"240","1","01561"
"241","1","01562"
"242","1","01563"
"243","1","01564"
"244","1","01565"
"245","1","01566"
"246","1","01570"
"247","1","01571"
"248","1","01572"
"249","1","01573"
"250","1","01574"
"251","1","01575"
"252","1","01576"
"253","1","01580"
"254","1","01581"
"255","1","01582"
"256","1","01583"
"257","1","01584"
"258","1","01585"
"259","1","01586"
"260","1","01590"
"261","1","01591"
"262","1","01592"
"263","1","01593"
"264","1","01594"
"265","1","01595"
"266","1","01596"
"267","1","01600"
"268","1","01601"
"269","1","01602"
"270","1","01603"
"271","1","01604"
"272","1","01605"
"273","1","01606"
"274","1","01610"
"275","1","01611"
"276","1","01612"
"277","1","01613"
"278","1","01614"
"279","1","01615"
"280","1","01616"
"281","1","01620"
"282","1","01621"
"283","1","01622"
"284","1","01623"
"285","1","01624"
"286","1","01625"
"287","1","01626"
"288","1","01630"
"289","1","01631"
"290","1","01632"
"291","1","01633"
"292","1","01634"
"293","1","01635"
"294","1","01636"
"295","1","01640"
"296","1","01641"
"297","1","01642"
"298","1","01643"
"299","1","01644"
"300","1","01645"
"301","1","01646"
"302","1","01650"
"303","1","01651"
"304","1","01652"
"305","1","01653"
"306","1","01654"
"307","1","01655"
"308","1","01656"
"309","1","01660"
"310","1","01661"
"311","1","01662"
"312","1","01663"
"313","1","01664"
"314","1","01665"
"315","1","01666"
"316","1","01670"
"317","1","01671"
"318","1","01672"
"319","1","01673"
"320","1","01674"
"321","1","01675"
"322","1","01676"
"323","1","01690"
"324","1","01691"
"325","1","01692"
"326","1","01693"
"327","1","01694"
"328","1","01695"
"329","1","01696"
"330","1","01700"
"331","1","01701"
"332","1","01702"
"333","1","01703"
"334","1","01704"
"335","1","01705"
"336","1","01706"
"337","1","01710"
"338","1","01711"
"339","1","01712"
"340","1","01713"
"341","1","01714"
"342","1","01715"
"343","1","01716"
"344","1","01720"
"345","1","01721"
"346","1","01722"
"347","1","01723"
"348","1","01724"
"349","1","01725"
"350","1","01726"
"351","1","01730"
"352","1","01731"
"353","1","01732"
"354","1","01733"
"355","1","01734"
"356","1","01735"
"357","1","01736"
"358","1","01740"
"359","1","01741"
"360","1","01742"
"361","1","01743"
"362","1","01744"
"363","1","01745"
"364","1","01746"
"365","1","01750"
"366","1","01751"
"367","1","01752"
"368","1","01753"
"369","1","01754"
"370","1","01755"
"371","1","01756"
"372","1","01760"
"373","1","01761"
"374","1","01762"
"375","1","01763"
"376","1","01764"
"377","1","01765"
"378","1","01766"
"379","1","01770"
"380","1","01771"
"381","1","01772"
"382","1","01773"
"383","1","01774"
"384","1","01775"
"385","1","01776"
"386","1","01780"
"387","1","01781"
"388","1","01782"
"389","1","01783"
"390","1","01784"
"391","1","01785"
"392","1","01786"
"393","1","01790"
"394","1","01791"
"395","1","01792"
"396","1","01793"
"397","1","01794"
"398","1","01795"
"399","1","01796"
"400","1","01800"
"401","1","01801"
"402","1","01802"
"403","1","01803"
"404","1","01804"
"405","1","01805"
"406","1","01806"
"407","1","01880"
"408","1","01881"
"409","1","01882"
"410","1","01883"
"411","1","01884"
"412","1","01885"
"413","1","01886"
"414","1","01890"
"415","1","01891"
"416","1","01892"
"417","1","01893"
"418","1","01894"
"419","1","01895"
"420","1","01896"
"421","1","1370"
"422","1","1371"
"423","1","1372"
"424","1","1373"
"425","1","1374"
"426","1","V1201"
"427","2","0031"
"428","2","0202"
"429","2","0223"
"430","2","0362"
"431","2","0380"
"432","2","0381"
"433","2","03810"
"434","2","03811"
"435","2","03812"
"436","2","03819"
"437","2","0382"
"438","2","0383"
"439","2","03840"
"440","2","03841"
"441","2","03842"
"442","2","03843"
"443","2","03844"
"444","2","03849"
"445","2","0388"
"446","2","0389"
"447","2","0545"
"448","2","449"
"449","2","77181"
"450","2","7907"
"451","2","99591"
"452","2","99592"
"453","3","0200"
"454","3","0208"
"455","3","0209"
"456","3","0218"
"457","3","0219"
"458","3","0228"
"459","3","0229"
"460","3","0230"
"461","3","0231"
"462","3","0232"
"463","3","0233"
"464","3","0238"
"465","3","0239"
"466","3","024"
"467","3","025"
"468","3","0260"
"469","3","0269"
"470","3","0270"
"471","3","0271"
"472","3","0272"
"473","3","0278"
"474","3","0279"
"475","3","0300"
"476","3","0301"
"477","3","0302"
"478","3","0303"
"479","3","0308"
"480","3","0309"
"481","3","0312"
"482","3","0318"
"483","3","0319"
"484","3","03289"
"485","3","0329"
"486","3","0330"
"487","3","0331"
"488","3","0338"
"489","3","0339"
"490","3","0341"
"491","3","0363"
"492","3","03681"
"493","3","03689"
"494","3","0369"
"495","3","037"
"496","3","0392"
"497","3","0393"
"498","3","0394"
"499","3","0398"
"500","3","0399"
"501","3","0400"
"502","3","0401"
"503","3","0402"
"504","3","0403"
"505","3","04042"
"506","3","04081"
"507","3","04082"
"508","3","04089"
"509","3","0410"
"510","3","04100"
"511","3","04101"
"512","3","04102"
"513","3","04103"
"514","3","04104"
"515","3","04105"
"516","3","04109"
"517","3","0411"
"518","3","04110"
"519","3","04111"
"520","3","04112"
"521","3","04119"
"522","3","0412"
"523","3","0413"
"524","3","0414"
"525","3","04141"
"526","3","04142"
"527","3","04143"
"528","3","04149"
"529","3","0415"
"530","3","0416"
"531","3","0417"
"532","3","0418"
"533","3","04181"
"534","3","04182"
"535","3","04183"
"536","3","04184"
"537","3","04185"
"538","3","04186"
"539","3","04189"
"540","3","0419"
"541","3","390"
"542","3","3929"
"543","3","7953"
"544","3","79531"
"545","3","79539"
"546","3","V090"
"547","3","V091"
"548","3","V092"
"549","3","V093"
"550","3","V094"
"551","3","V0950"
"552","3","V0951"
"553","3","V096"
"554","3","V0970"
"555","3","V0971"
"556","3","V0980"
"557","3","V0981"
"558","3","V0990"
"559","3","V0991"
"560","4","1100"
"561","4","1101"
"562","4","1102"
"563","4","1103"
"564","4","1104"
"565","4","1105"
"566","4","1106"
"567","4","1108"
"568","4","1109"
"569","4","1110"
"570","4","1111"
"571","4","1112"
"572","4","1113"
"573","4","1118"
"574","4","1119"
"575","4","1120"
"576","4","1121"
"577","4","1122"
"578","4","1123"
"579","4","1125"
"580","4","11282"
"581","4","11284"
"582","4","11285"
"583","4","11289"
"584","4","1129"
"585","4","1141"
"586","4","1143"
"587","4","1149"
"588","4","11500"
"589","4","11509"
"590","4","11510"
"591","4","11519"
"592","4","11590"
"593","4","11599"
"594","4","1160"
"595","4","1161"
"596","4","1162"
"597","4","1170"
"598","4","1171"
"599","4","1172"
"600","4","1173"
"601","4","1174"
"602","4","1175"
"603","4","1176"
"604","4","1177"
"605","4","1178"
"606","4","1179"
"607","4","118"
"608","5","042"
"609","5","0420"
"610","5","0421"
"611","5","0422"
"612","5","0429"
"613","5","0430"
"614","5","0431"
"615","5","0432"
"616","5","0433"
"617","5","0439"
"618","5","0440"
"619","5","0449"
"620","5","07953"
"621","5","27910"
"622","5","27919"
"623","5","79571"
"624","5","7958"
"625","5","V08"
"626","6","0700"
"627","6","0701"
"628","6","0702"
"629","6","07020"
"630","6","07021"
"631","6","07022"
"632","6","07023"
"633","6","0703"
"634","6","07030"
"635","6","07031"
"636","6","07032"
"637","6","07033"
"638","6","0704"
"639","6","07041"
"640","6","07042"
"641","6","07043"
"642","6","07044"
"643","6","07049"
"644","6","0705"
"645","6","07051"
"646","6","07052"
"647","6","07053"
"648","6","07054"
"649","6","07059"
"650","6","0706"
"651","6","07070"
"652","6","07071"
"653","6","0709"
"654","6","57140"
"655","6","57141"
"656","6","57142"
"657","6","57149"
"658","6","5731"
"659","6","5732"
"660","6","5733"
"661","6","07271"
"662","7","0500"
"663","7","0501"
"664","7","0502"
"665","7","0509"
"666","7","0510"
"667","7","05101"
"668","7","05102"
"669","7","0511"
"670","7","0512"
"671","7","0519"
"672","7","0522"
"673","7","0527"
"674","7","0528"
"675","7","0529"
"676","7","05310"
"677","7","05311"
"678","7","05312"
"679","7","05313"
"680","7","05314"
"681","7","05319"
"682","7","05371"
"683","7","05379"
"684","7","0538"
"685","7","0539"
"686","7","0540"
"687","7","05410"
"688","7","05411"
"689","7","05412"
"690","7","05413"
"691","7","05419"
"692","7","0542"
"693","7","0546"
"694","7","05471"
"695","7","05473"
"696","7","05474"
"697","7","05479"
"698","7","0548"
"699","7","0549"
"700","7","05579"
"701","7","0558"
"702","7","0559"
"703","7","05600"
"704","7","05609"
"705","7","05679"
"706","7","0568"
"707","7","0569"
"708","7","0570"
"709","7","0578"
"710","7","0579"
"711","7","05810"
"712","7","05811"
"713","7","05812"
"714","7","05881"
"715","7","05882"
"716","7","05889"
"717","7","05900"
"718","7","05901"
"719","7","05909"
"720","7","05910"
"721","7","05911"
"722","7","05912"
"723","7","05919"
"724","7","05920"
"725","7","05921"
"726","7","05922"
"727","7","0598"
"728","7","0599"
"729","7","0600"
"730","7","0601"
"731","7","0609"
"732","7","061"
"733","7","0650"
"734","7","0651"
"735","7","0652"
"736","7","0653"
"737","7","0654"
"738","7","0658"
"739","7","0659"
"740","7","0660"
"741","7","0661"
"742","7","0663"
"743","7","0664"
"744","7","06640"
"745","7","06642"
"746","7","06649"
"747","7","0668"
"748","7","0669"
"749","7","071"
"750","7","0720"
"751","7","0723"
"752","7","07272"
"753","7","07279"
"754","7","0728"
"755","7","0729"
"756","7","0737"
"757","7","0738"
"758","7","0739"
"759","7","0740"
"760","7","0741"
"761","7","0743"
"762","7","0748"
"763","7","075"
"764","7","0780"
"765","7","0781"
"766","7","07810"
"767","7","07811"
"768","7","07812"
"769","7","07819"
"770","7","0782"
"771","7","0783"
"772","7","0784"
"773","7","0785"
"774","7","0786"
"775","7","0787"
"776","7","07881"
"777","7","07882"
"778","7","07888"
"779","7","07889"
"780","7","0790"
"781","7","0791"
"782","7","0792"
"783","7","0793"
"784","7","0794"
"785","7","07950"
"786","7","07951"
"787","7","07952"
"788","7","07959"
"789","7","0796"
"790","7","0798"
"791","7","07981"
"792","7","07982"
"793","7","07983"
"794","7","07988"
"795","7","07989"
"796","7","0799"
"797","7","07998"
"798","7","07999"
"799","7","7908"
"800","8","080"
"801","8","0810"
"802","8","0811"
"803","8","0812"
"804","8","0819"
"805","8","0820"
"806","8","0821"
"807","8","0822"
"808","8","0823"
"809","8","08240"
"810","8","08241"
"811","8","08249"
"812","8","0828"
"813","8","0829"
"814","8","0831"
"815","8","0832"
"816","8","0838"
"817","8","0839"
"818","8","0840"
"819","8","0841"
"820","8","0842"
"821","8","0843"
"822","8","0844"
"823","8","0845"
"824","8","0846"
"825","8","0847"
"826","8","0848"
"827","8","0849"
"828","8","0850"
"829","8","0851"
"830","8","0852"
"831","8","0853"
"832","8","0854"
"833","8","0855"
"834","8","0859"
"835","8","0860"
"836","8","0861"
"837","8","0862"
"838","8","0863"
"839","8","0864"
"840","8","0865"
"841","8","0869"
"842","8","0870"
"843","8","0871"
"844","8","0879"
"845","8","0880"
"846","8","0888"
"847","8","08881"
"848","8","08882"
"849","8","08889"
"850","8","0889"
"851","8","1000"
"852","8","10089"
"853","8","1009"
"854","8","101"
"855","8","1020"
"856","8","1021"
"857","8","1022"
"858","8","1023"
"859","8","1024"
"860","8","1025"
"861","8","1026"
"862","8","1027"
"863","8","1028"
"864","8","1029"
"865","8","1030"
"866","8","1031"
"867","8","1032"
"868","8","1033"
"869","8","1039"
"870","8","1040"
"871","8","1048"
"872","8","1049"
"873","8","1200"
"874","8","1201"
"875","8","1202"
"876","8","1203"
"877","8","1208"
"878","8","1209"
"879","8","1210"
"880","8","1211"
"881","8","1212"
"882","8","1213"
"883","8","1214"
"884","8","1215"
"885","8","1216"
"886","8","1218"
"887","8","1219"
"888","8","1220"
"889","8","1221"
"890","8","1222"
"891","8","1223"
"892","8","1224"
"893","8","1225"
"894","8","1226"
"895","8","1227"
"896","8","1228"
"897","8","1229"
"898","8","1230"
"899","8","1231"
"900","8","1232"
"901","8","1233"
"902","8","1234"
"903","8","1235"
"904","8","1236"
"905","8","1238"
"906","8","1239"
"907","8","124"
"908","8","1250"
"909","8","1251"
"910","8","1252"
"911","8","1253"
"912","8","1254"
"913","8","1255"
"914","8","1256"
"915","8","1257"
"916","8","1259"
"917","8","1260"
"918","8","1261"
"919","8","1262"
"920","8","1263"
"921","8","1268"
"922","8","1269"
"923","8","1270"
"924","8","1271"
"925","8","1272"
"926","8","1273"
"927","8","1274"
"928","8","1275"
"929","8","1276"
"930","8","1277"
"931","8","1278"
"932","8","1279"
"933","8","1280"
"934","8","1281"
"935","8","1288"
"936","8","1289"
"937","8","129"
"938","8","1305"
"939","8","1307"
"940","8","1308"
"941","8","1309"
"942","8","13100"
"943","8","13101"
"944","8","13102"
"945","8","13103"
"946","8","13109"
"947","8","1318"
"948","8","1319"
"949","8","1320"
"950","8","1321"
"951","8","1322"
"952","8","1323"
"953","8","1329"
"954","8","1330"
"955","8","1338"
"956","8","1339"
"957","8","1340"
"958","8","1341"
"959","8","1342"
"960","8","1348"
"961","8","1349"
"962","8","135"
"963","8","1360"
"964","8","1361"
"965","8","1362"
"966","8","13621"
"967","8","13629"
"968","8","1364"
"969","8","1365"
"970","8","1368"
"971","8","1369"
"972","8","1398"
"973","8","V120"
"974","8","V1200"
"975","8","V1203"
"976","8","V1204"
"977","8","V1209"
"978","9","0900"
"979","9","0901"
"980","9","0902"
"981","9","0903"
"982","9","09040"
"983","9","09041"
"984","9","09042"
"985","9","09049"
"986","9","0905"
"987","9","0906"
"988","9","0907"
"989","9","0909"
"990","9","0910"
"991","9","0911"
"992","9","0912"
"993","9","0913"
"994","9","0914"
"995","9","09150"
"996","9","09151"
"997","9","09152"
"998","9","09161"
"999","9","09162"
"1000","9","09169"
"1001","9","0917"
"1002","9","09181"
"1003","9","09182"
"1004","9","09189"
"1005","9","0919"
"1006","9","0920"
"1007","9","0929"
"1008","9","0930"
"1009","9","0931"
"1010","9","09320"
"1011","9","09321"
"1012","9","09322"
"1013","9","09323"
"1014","9","09324"
"1015","9","09381"
"1016","9","09382"
"1017","9","09389"
"1018","9","0939"
"1019","9","0940"
"1020","9","0941"
"1021","9","0942"
"1022","9","0943"
"1023","9","09481"
"1024","9","09482"
"1025","9","09483"
"1026","9","09484"
"1027","9","09485"
"1028","9","09486"
"1029","9","09487"
"1030","9","09489"
"1031","9","0949"
"1032","9","0950"
"1033","9","0951"
"1034","9","0952"
"1035","9","0953"
"1036","9","0954"
"1037","9","0955"
"1038","9","0956"
"1039","9","0957"
"1040","9","0958"
"1041","9","0959"
"1042","9","096"
"1043","9","0970"
"1044","9","0971"
"1045","9","0979"
"1046","9","0980"
"1047","9","09810"
"1048","9","09811"
"1049","9","09812"
"1050","9","09813"
"1051","9","09814"
"1052","9","09815"
"1053","9","09816"
"1054","9","09817"
"1055","9","09819"
"1056","9","0982"
"1057","9","09830"
"1058","9","09831"
"1059","9","09832"
"1060","9","09833"
"1061","9","09834"
"1062","9","09835"
"1063","9","09836"
"1064","9","09837"
"1065","9","09839"
"1066","9","09840"
"1067","9","09841"
"1068","9","09842"
"1069","9","09843"
"1070","9","09849"
"1071","9","09850"
"1072","9","09851"
"1073","9","09852"
"1074","9","09853"
"1075","9","09859"
"1076","9","0986"
"1077","9","0987"
"1078","9","09881"
"1079","9","09882"
"1080","9","09883"
"1081","9","09884"
"1082","9","09885"
"1083","9","09886"
"1084","9","09889"
"1085","9","0990"
"1086","9","0991"
"1087","9","0992"
"1088","9","0993"
"1089","9","0994"
"1090","9","09940"
"1091","9","09941"
"1092","9","09949"
"1093","9","09950"
"1094","9","09951"
"1095","9","09952"
"1096","9","09953"
"1097","9","09954"
"1098","9","09955"
"1099","9","09956"
"1100","9","09959"
"1101","9","0998"
"1102","9","0999"
"1103","9","79505"
"1104","9","79515"
"1105","9","79519"
"1106","9","79675"
"1107","9","79679"
"1108","10","7955"
"1109","10","79551"
"1110","10","79552"
"1111","10","7956"
"1112","10","V010"
"1113","10","V011"
"1114","10","V012"
"1115","10","V013"
"1116","10","V014"
"1117","10","V015"
"1118","10","V016"
"1119","10","V017"
"1120","10","V0171"
"1121","10","V0179"
"1122","10","V018"
"1123","10","V0181"
"1124","10","V0182"
"1125","10","V0183"
"1126","10","V0184"
"1127","10","V0189"
"1128","10","V019"
"1129","10","V020"
"1130","10","V021"
"1131","10","V022"
"1132","10","V023"
"1133","10","V024"
"1134","10","V025"
"1135","10","V0251"
"1136","10","V0252"
"1137","10","V0253"
"1138","10","V0254"
"1139","10","V0259"
"1140","10","V026"
"1141","10","V0260"
"1142","10","V0261"
"1143","10","V0262"
"1144","10","V0269"
"1145","10","V027"
"1146","10","V028"
"1147","10","V029"
"1148","10","V030"
"1149","10","V031"
"1150","10","V032"
"1151","10","V033"
"1152","10","V034"
"1153","10","V035"
"1154","10","V036"
"1155","10","V037"
"1156","10","V038"
"1157","10","V0381"
"1158","10","V0382"
"1159","10","V0389"
"1160","10","V039"
"1161","10","V040"
"1162","10","V041"
"1163","10","V042"
"1164","10","V043"
"1165","10","V044"
"1166","10","V045"
"1167","10","V046"
"1168","10","V047"
"1169","10","V048"
"1170","10","V0481"
"1171","10","V0482"
"1172","10","V0489"
"1173","10","V050"
"1174","10","V051"
"1175","10","V052"
"1176","10","V053"
"1177","10","V054"
"1178","10","V058"
"1179","10","V059"
"1180","10","V060"
"1181","10","V061"
"1182","10","V062"
"1183","10","V063"
"1184","10","V064"
"1185","10","V065"
"1186","10","V066"
"1187","10","V068"
"1188","10","V069"
"1189","10","V286"
"1190","10","V712"
"1191","10","V7182"
"1192","10","V7183"
"1193","10","V730"
"1194","10","V731"
"1195","10","V732"
"1196","10","V733"
"1197","10","V734"
"1198","10","V735"
"1199","10","V736"
"1200","10","V738"
"1201","10","V7381"
"1202","10","V7388"
"1203","10","V7389"
"1204","10","V739"
"1205","10","V7398"
"1206","10","V7399"
"1207","10","V740"
"1208","10","V741"
"1209","10","V742"
"1210","10","V743"
"1211","10","V744"
"1212","10","V745"
"1213","10","V746"
"1214","10","V748"
"1215","10","V749"
"1216","10","V750"
"1217","10","V751"
"1218","10","V752"
"1219","10","V753"
"1220","10","V754"
"1221","10","V755"
"1222","10","V756"
"1223","10","V757"
"1224","10","V758"
"1225","10","V759"
"1226","10","79579"
"1227","11","1400"
"1228","11","1401"
"1229","11","1403"
"1230","11","1404"
"1231","11","1405"
"1232","11","1406"
"1233","11","1408"
"1234","11","1409"
"1235","11","1410"
"1236","11","1411"
"1237","11","1412"
"1238","11","1413"
"1239","11","1414"
"1240","11","1415"
"1241","11","1416"
"1242","11","1418"
"1243","11","1419"
"1244","11","1420"
"1245","11","1421"
"1246","11","1422"
"1247","11","1428"
"1248","11","1429"
"1249","11","1430"
"1250","11","1431"
"1251","11","1438"
"1252","11","1439"
"1253","11","1440"
"1254","11","1441"
"1255","11","1448"
"1256","11","1449"
"1257","11","1450"
"1258","11","1451"
"1259","11","1452"
"1260","11","1453"
"1261","11","1454"
"1262","11","1455"
"1263","11","1456"
"1264","11","1458"
"1265","11","1459"
"1266","11","1460"
"1267","11","1461"
"1268","11","1462"
"1269","11","1463"
"1270","11","1464"
"1271","11","1465"
"1272","11","1466"
"1273","11","1467"
"1274","11","1468"
"1275","11","1469"
"1276","11","1470"
"1277","11","1471"
"1278","11","1472"
"1279","11","1473"
"1280","11","1478"
"1281","11","1479"
"1282","11","1480"
"1283","11","1481"
"1284","11","1482"
"1285","11","1483"
"1286","11","1488"
"1287","11","1489"
"1288","11","1490"
"1289","11","1491"
"1290","11","1498"
"1291","11","1499"
"1292","11","1600"
"1293","11","1601"
"1294","11","1602"
"1295","11","1603"
"1296","11","1604"
"1297","11","1605"
"1298","11","1608"
"1299","11","1609"
"1300","11","1610"
"1301","11","1611"
"1302","11","1612"
"1303","11","1613"
"1304","11","1618"
"1305","11","1619"
"1306","11","1950"
"1307","11","2300"
"1308","11","2310"
"1309","11","V1001"
"1310","11","V1002"
"1311","11","V1021"
"1312","12","1500"
"1313","12","1501"
"1314","12","1502"
"1315","12","1503"
"1316","12","1504"
"1317","12","1505"
"1318","12","1508"
"1319","12","1509"
"1320","12","2301"
"1321","12","V1003"
"1322","13","1510"
"1323","13","1511"
"1324","13","1512"
"1325","13","1513"
"1326","13","1514"
"1327","13","1515"
"1328","13","1516"
"1329","13","1518"
"1330","13","1519"
"1331","13","20923"
"1332","13","2302"
"1333","13","V1004"
"1334","14","1530"
"1335","14","1531"
"1336","14","1532"
"1337","14","1533"
"1338","14","1534"
"1339","14","1535"
"1340","14","1536"
"1341","14","1537"
"1342","14","1538"
"1343","14","1539"
"1344","14","1590"
"1345","14","20910"
"1346","14","20911"
"1347","14","20912"
"1348","14","20913"
"1349","14","20914"
"1350","14","20915"
"1351","14","20916"
"1352","14","2303"
"1353","14","V1005"
"1354","15","1540"
"1355","15","1541"
"1356","15","1542"
"1357","15","1543"
"1358","15","1548"
"1359","15","20917"
"1360","15","2304"
"1361","15","2305"
"1362","15","2306"
"1363","15","79670"
"1364","15","79671"
"1365","15","79672"
"1366","15","79673"
"1367","15","79674"
"1368","15","79676"
"1369","15","V1006"
"1370","16","Cancer"
"1371","16","of"
"1372","16","liver"
"1373","16","and"
"1374","16","intrahepatic"
"1375","16","bile"
"1376","16","duct"
"1377","16","1550"
"1378","16","1551"
"1379","16","1552"
"1380","16","2308"
"1381","16","V1007"
"1382","17","1570"
"1383","17","1571"
"1384","17","1572"
"1385","17","1573"
"1386","17","1574"
"1387","17","1578"
"1388","17","1579"
"1389","18","1520"
"1390","18","1521"
"1391","18","1522"
"1392","18","1523"
"1393","18","1528"
"1394","18","1529"
"1395","18","1560"
"1396","18","1561"
"1397","18","1562"
"1398","18","1568"
"1399","18","1569"
"1400","18","1580"
"1401","18","1588"
"1402","18","1589"
"1403","18","1591"
"1404","18","1598"
"1405","18","1599"
"1406","18","20900"
"1407","18","20901"
"1408","18","20902"
"1409","18","20903"
"1410","18","2307"
"1411","18","2309"
"1412","18","V1000"
"1413","18","V1009"
"1414","19","1622"
"1415","19","1623"
"1416","19","1624"
"1417","19","1625"
"1418","19","1628"
"1419","19","1629"
"1420","19","20921"
"1421","19","2312"
"1422","19","V1011"
"1423","20","1620"
"1424","20","1630"
"1425","20","1631"
"1426","20","1638"
"1427","20","1639"
"1428","20","1650"
"1429","20","1658"
"1430","20","1659"
"1431","20","2311"
"1432","20","2318"
"1433","20","2319"
"1434","20","V1012"
"1435","20","V1020"
"1436","20","V1022"
"1437","21","1700"
"1438","21","1701"
"1439","21","1702"
"1440","21","1703"
"1441","21","1704"
"1442","21","1705"
"1443","21","1706"
"1444","21","1707"
"1445","21","1708"
"1446","21","1709"
"1447","21","1710"
"1448","21","1712"
"1449","21","1713"
"1450","21","1714"
"1451","21","1715"
"1452","21","1716"
"1453","21","1717"
"1454","21","1718"
"1455","21","1719"
"1456","22","1720"
"1457","22","1721"
"1458","22","1722"
"1459","22","1723"
"1460","22","1724"
"1461","22","1725"
"1462","22","1726"
"1463","22","1727"
"1464","22","1728"
"1465","22","1729"
"1466","22","V1082"
"1467","23","1730"
"1468","23","17300"
"1469","23","17301"
"1470","23","17302"
"1471","23","17309"
"1472","23","1731"
"1473","23","17310"
"1474","23","17311"
"1475","23","17312"
"1476","23","17319"
"1477","23","1732"
"1478","23","17320"
"1479","23","17321"
"1480","23","17322"
"1481","23","17329"
"1482","23","1733"
"1483","23","17330"
"1484","23","17331"
"1485","23","17332"
"1486","23","17339"
"1487","23","1734"
"1488","23","17340"
"1489","23","17341"
"1490","23","17342"
"1491","23","17349"
"1492","23","1735"
"1493","23","17350"
"1494","23","17351"
